Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2030,Y2050
"5000","World","5060","Rice Cultivation","7244","Emissions (CO2eq) from CH4","gigagrams","365955.932500","379109.045700","379464.100100","395004.994700","394438.536300","400351.964500","404107.207900","410800.690300","415067.873300","420563.961300","428130.161800","420982.039100","435175.373500","438153.122800","450952.133500","450089.430100","454649.975600","455453.051600","448549.402200","457373.577800","459449.667900","448873.447200","449842.749800","456096.688200","454987.637900","455218.713100","446427.580200","461044.307000","470106.292400","465640.311100","463906.523000","466676.026200","463133.420000","467301.992600","476063.948800","481383.263500","484151.606300","481648.140400","500580.192100","489960.576600","483502.719700","472821.316900","471692.961000","482239.635400","493103.831700","494793.544700","495539.374800","509156.697900","507462.626900","518174.980700","520047.794300","519978.613800","525704.227300","522195.643300","516673.694300","519636.514200","529401.243300","532311.766800",,"502889.903400","493451.376600"
"5000","World","5061","Synthetic Fertilizers","7231","Emissions (CO2eq)","gigagrams","73530.028100","82974.447600","93676.699600","104983.226200","121082.052800","140906.576500","153803.782000","168091.162100","181655.371600","202310.567800","215208.760300","231244.532800","249675.467700","247240.649300","281317.708800","289007.437600","314971.320500","345053.936500","364346.526100","387597.967100","388164.247600","394619.635100","425417.919900","452403.129200","451938.737200","464135.302100","484634.647200","508937.651100","503690.933300","493274.557500","483386.885500","470596.518000","459723.027300","466540.216600","503224.646800","531580.465400","522741.223300","532886.786200","546768.497800","521068.130000","527206.783100","544484.854700","559673.084400","578124.355800","582090.167300","597372.808400","622496.878300","614762.679700","623925.868000","648523.224800","673426.518600","676904.903700","689249.800900","692861.524200","684658.401400","696738.272500","709399.126700","701348.551800",,"782379.067200","875971.306700"
"5000","World","5061","Synthetic Fertilizers","7243","Emissions (CO2eq) from N2O","gigagrams","73530.028100","82974.447600","93676.699600","104983.226200","121082.052800","140906.576500","153803.782000","168091.162100","181655.371600","202310.567800","215208.760300","231244.532800","249675.467700","247240.649300","281317.708800","289007.437600","314971.320500","345053.936500","364346.526100","387597.967100","388164.247600","394619.635100","425417.919900","452403.129200","451938.737200","464135.302100","484634.647200","508937.651100","503690.933300","493274.557500","483386.885500","470596.518000","459723.027300","466540.216600","503224.646800","531580.465400","522741.223300","532886.786200","546768.497800","521068.130000","527206.783100","544484.854700","559673.084400","578124.355800","582090.167300","597372.808400","622496.878300","614762.679700","623925.868000","648523.224800","673426.518600","676904.903700","689249.800900","692861.524200","684658.401400","696738.272500","709399.126700","701348.551800",,"782379.067200","875971.306700"
"5000","World","5061","Synthetic Fertilizers","7230","N2O emissions","gigagrams","237.193600","267.659500","302.182900","338.655600","390.587300","454.537300","496.141200","542.229600","585.985100","652.614700","694.221800","745.950100","805.404700","797.550500","907.476500","932.282100","1016.036500","1113.077200","1175.311400","1250.316000","1252.142700","1272.966600","1372.315900","1459.364900","1457.866900","1497.210700","1563.337600","1641.734400","1624.809500","1591.208300","1559.312500","1518.053300","1482.977500","1504.968400","1623.305300","1714.775700","1686.262000","1718.989600","1763.769300","1680.864900","1700.667000","1756.402800","1805.397000","1864.917300","1877.710200","1927.009100","2008.054400","1983.105400","2012.664100","2092.010400","2172.343600","2183.564200","2223.386500","2235.037200","2208.575500","2247.542800","2288.384300","2262.414700",,"2523.803400","2825.713900"
"5000","World","5062","Manure applied to Soils","7231","Emissions (CO2eq)","gigagrams","127533.017700","130164.214600","131989.322600","131372.428200","134337.659300","137986.222000","141471.797400","142494.904300","142525.072000","143446.303600","148235.870500","151607.507700","154042.773800","157383.092000","159185.106500","159143.992100","160795.438000","163483.657000","166662.913900","169142.329500","169673.983600","171087.565300","172406.335100","175024.316000","176316.258300","178863.629700","180364.483900","179916.088500","182061.745000","183086.138600","183085.639400","177129.552900","175732.142000","176331.126200","175773.411700","175080.346600","170244.066700","168075.150200","168503.048600","170018.571800","169484.874800","171702.341900","171569.445700","172516.891100","174136.478800","176048.076700","177773.279500","180028.523100","181536.671800","182943.169100","181957.730100","183656.729500","184188.280400","185268.316600","187320.520700","189292.491100","189219.316600","189557.549700",,"217386.850600","243862.743400"
"5000","World","5062","Manure applied to Soils","7243","Emissions (CO2eq) from N2O","gigagrams","127533.017700","130164.214600","131989.322600","131372.428200","134337.659300","137986.222000","141471.797400","142494.904300","142525.072000","143446.303600","148235.870500","151607.507700","154042.773800","157383.092000","159185.106500","159143.992100","160795.438000","163483.657000","166662.913900","169142.329500","169673.983600","171087.565300","172406.335100","175024.316000","176316.258300","178863.629700","180364.483900","179916.088500","182061.745000","183086.138600","183085.639400","177129.552900","175732.142000","176331.126200","175773.411700","175080.346600","170244.066700","168075.150200","168503.048600","170018.571800","169484.874800","171702.341900","171569.445700","172516.891100","174136.478800","176048.076700","177773.279500","180028.523100","181536.671800","182943.169100","181957.730100","183656.729500","184188.280400","185268.316600","187320.520700","189292.491100","189219.316600","189557.549700",,"217386.850600","243862.743400"
"5000","World","5062","Manure applied to Soils","7230","N2O emissions","gigagrams","411.396800","419.884600","425.772000","423.782000","433.347300","445.116800","456.360600","459.661000","459.758300","462.730000","478.180200","489.056500","496.912200","507.687400","513.500300","513.367700","518.695000","527.366600","537.622300","545.620400","547.335400","551.895400","556.149500","564.594600","568.762100","576.979500","581.820900","580.374500","587.296000","590.600400","590.598800","571.385700","566.877900","568.810100","567.011000","564.775300","549.174400","542.177900","543.558200","548.447000","546.725400","553.878500","553.449800","556.506100","561.730600","567.897000","573.462200","580.737200","585.602200","590.139300","586.960400","592.441100","594.155700","597.639700","604.259700","610.620900","610.384900","611.476000",,"701.247900","786.654000"
"5000","World","5063","Manure left on Pasture","7231","Emissions (CO2eq)","gigagrams","455983.287900","462495.079100","467755.075500","477208.262900","487990.652300","496499.041300","507375.096900","517575.073600","522699.522500","527848.600500","534970.847000","542599.091500","547325.560600","560953.079200","572804.113700","579578.849500","581605.860500","583117.410900","587671.244500","597616.501400","604842.451000","612783.069800","615482.226700","616135.962100","619158.346600","626458.965900","630179.039800","639404.671900","652477.187700","660365.593900","664259.709800","672941.285000","672918.516900","683608.747000","690637.627600","696520.392400","693011.292500","696486.893000","704901.912100","712152.646800","717019.678500","728381.292600","740193.668400","753630.263400","766849.747400","774097.886800","785503.498200","793802.322500","799114.595100","801082.521200","807913.848400","819615.873200","827775.197000","834593.162300","843451.369100","857887.152500","864127.036000","875418.724000",,"955020.046500","1091013.656500"
"5000","World","5063","Manure left on Pasture","7243","Emissions (CO2eq) from N2O","gigagrams","455983.287900","462495.079100","467755.075500","477208.262900","487990.652300","496499.041300","507375.096900","517575.073600","522699.522500","527848.600500","534970.847000","542599.091500","547325.560600","560953.079200","572804.113700","579578.849500","581605.860500","583117.410900","587671.244500","597616.501400","604842.451000","612783.069800","615482.226700","616135.962100","619158.346600","626458.965900","630179.039800","639404.671900","652477.187700","660365.593900","664259.709800","672941.285000","672918.516900","683608.747000","690637.627600","696520.392400","693011.292500","696486.893000","704901.912100","712152.646800","717019.678500","728381.292600","740193.668400","753630.263400","766849.747400","774097.886800","785503.498200","793802.322500","799114.595100","801082.521200","807913.848400","819615.873200","827775.197000","834593.162300","843451.369100","857887.152500","864127.036000","875418.724000",,"955020.046500","1091013.656500"
"5000","World","5063","Manure left on Pasture","7230","N2O emissions","gigagrams","1470.913800","1491.919600","1508.887300","1539.381500","1574.163400","1601.609800","1636.693900","1669.597000","1686.127500","1702.737400","1725.712400","1750.319700","1765.566300","1809.526100","1847.755200","1869.609200","1876.147900","1881.023900","1895.713700","1927.795200","1951.104700","1976.719600","1985.426500","1987.535400","1997.285000","2020.835400","2032.835600","2062.595700","2104.765100","2130.211600","2142.773300","2170.778300","2170.704900","2205.189500","2227.863300","2246.840000","2235.520300","2246.731900","2273.877100","2297.266600","2312.966700","2349.617100","2387.721500","2431.065400","2473.708900","2497.090000","2533.882300","2560.652700","2577.789000","2584.137200","2606.173700","2643.922200","2670.242600","2692.236000","2720.810900","2767.377900","2787.506600","2823.931400",,"3080.709800","3519.398900"
"5000","World","5064","Crop Residues","7231","Emissions (CO2eq)","gigagrams","84002.955300","87863.944200","88609.459900","92894.672800","92395.262200","97648.028400","100340.895100","103423.813600","103616.083500","104877.743500","111180.413000","108641.715600","116481.871100","114423.346200","116868.232400","123460.207500","123355.025800","131247.484400","128648.767300","129578.702800","134395.200200","137759.518800","134217.228400","143591.977100","145483.235400","146286.213200","142170.456000","140311.858800","149092.437300","153792.808500","148964.211500","154200.363800","150952.140900","153279.445100","150323.612200","159427.262900","162904.278900","162030.643800","161666.014600","160948.849600","164029.770100","161515.409800","162578.875200","175908.719400","175969.109000","175606.134200","179290.024100","191185.936300","188814.573200","189059.896900","196590.492400","193876.827700","207252.699900","211876.428200","214469.523900","219308.708100","225168.608700","221351.491500",,"217532.006800","235756.371700"
"5000","World","5064","Crop Residues","7243","Emissions (CO2eq) from N2O","gigagrams","84002.955300","87863.944200","88609.459900","92894.672800","92395.262200","97648.028400","100340.895100","103423.813600","103616.083500","104877.743500","111180.413000","108641.715600","116481.871100","114423.346200","116868.232400","123460.207500","123355.025800","131247.484400","128648.767300","129578.702800","134395.200200","137759.518800","134217.228400","143591.977100","145483.235400","146286.213200","142170.456000","140311.858800","149092.437300","153792.808500","148964.211500","154200.363800","150952.140900","153279.445100","150323.612200","159427.262900","162904.278900","162030.643800","161666.014600","160948.849600","164029.770100","161515.409800","162578.875200","175908.719400","175969.109000","175606.134200","179290.024100","191185.936300","188814.573200","189059.896900","196590.492400","193876.827700","207252.699900","211876.428200","214469.523900","219308.708100","225168.608700","221351.491500",,"217532.006800","235756.371700"
"5000","World","5064","Crop Residues","7230","N2O emissions","gigagrams","270.977300","283.432100","285.837000","299.660200","298.049200","314.993600","323.680300","333.625200","334.245400","338.315300","358.646500","350.457100","375.748000","369.107600","376.994300","398.258700","397.919400","423.379000","414.996000","417.995800","433.532900","444.385500","432.958800","463.199900","469.300800","471.891000","458.614400","452.618900","480.943300","496.105800","480.529700","497.420500","486.942400","494.449800","484.914900","514.281500","525.497700","522.679500","521.503300","519.189800","529.128300","521.017500","524.448000","567.447500","567.642300","566.471400","578.354900","616.728800","609.079300","609.870600","634.162900","625.409100","668.557100","683.472300","691.837200","707.447400","726.350400","714.037100",,"701.716200","760.504400"
"5000","World","6759","Cultivation of Organic Soils","7231","Emissions (CO2eq)","gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118430.859900","118430.859900","118430.859900","118430.859900","118754.143800","119478.543000","119307.488700","119444.612400","119606.135800","120670.472500","121055.796900","121054.902500","121306.921400","121564.856700","121924.621500","122541.256500","123294.668500","124197.724800","124822.097200","125210.979400","126027.131100","126734.833900","127270.052700","127469.897700","127910.054800","127889.692500","128337.906200","128553.736400","129208.669100",,"127086.395700","127086.395700"
"5000","World","6759","Cultivation of Organic Soils","7243","Emissions (CO2eq) from N2O","gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118430.859900","118430.859900","118430.859900","118430.859900","118754.143800","119478.543000","119307.488700","119444.612400","119606.135800","120670.472500","121055.796900","121054.902500","121306.921400","121564.856700","121924.621500","122541.256500","123294.668500","124197.724800","124822.097200","125210.979400","126027.131100","126734.833900","127270.052700","127469.897700","127910.054800","127889.692500","128337.906200","128553.736400","129208.669100",,"127086.395700","127086.395700"
"5000","World","6759","Cultivation of Organic Soils","7230","N2O emissions","gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"382.035000","382.035000","382.035000","382.035000","383.077900","385.414700","384.862900","385.305200","385.826200","389.259600","390.502600","390.499700","391.312600","392.144700","393.305200","395.294400","397.724700","400.637800","402.651900","403.906400","406.539100","408.822000","410.548600","411.193200","412.613100","412.547400","413.993200","414.689500","416.802200",,"409.956100","409.956100"
"5000","World","5066","Burning - Crop residues","7225","CH4 emissions","gigagrams","692.515000","696.823900","709.663000","727.343500","725.575600","738.223400","747.819200","753.177400","748.154500","746.743600","769.320500","756.615000","775.049900","787.735800","804.628500","821.268200","821.244400","821.904800","814.249200","833.595600","843.030600","830.073500","806.001000","835.836400","842.225400","844.156300","827.615300","833.047700","850.929900","851.225100","851.747900","859.584200","842.522600","854.723000","854.908700","875.989900","884.634500","871.964900","867.403600","864.541900","862.680100","858.475100","870.937300","890.363800","904.638400","897.272600","931.652600","960.466400","947.988100","957.404400","986.617900","1007.965000","1033.645500","1030.346700","1044.127700","1053.463000","1061.545500","1048.811300",,"973.849600","1003.008400"
"5000","World","5066","Burning - Crop residues","7231","Emissions (CO2eq)","gigagrams","20108.583400","20233.700100","20606.510400","21119.899000","21068.564900","21435.820300","21714.455200","21870.039300","21724.191100","21683.222500","22338.787200","21969.857300","22505.151700","22873.514200","23364.027700","23847.195100","23846.503800","23865.680100","23643.383800","24205.145200","24479.110400","24102.874400","23403.879900","24270.213400","24455.729300","24511.797300","24031.497200","24189.236600","24708.482500","24717.056100","24732.236000","24959.777100","24464.358900","24818.624400","24824.014700","25436.152000","25687.163600","25319.276300","25186.829800","25103.736600","25049.675300","24927.573800","25289.439100","25853.526400","26268.019200","26054.137300","27052.432100","27889.097000","27526.765500","27800.188000","28648.460500","29268.318200","30014.001800","29918.214500","30318.374000","30589.444600","30824.134600","30454.374000",,"28277.708200","29124.392000"
"5000","World","5066","Burning - Crop residues","7244","Emissions (CO2eq) from CH4","gigagrams","14542.814800","14633.300900","14902.922700","15274.212700","15237.087100","15502.691400","15704.204200","15816.724900","15711.245300","15681.616200","16155.730000","15888.914600","16276.047200","16542.452300","16897.198600","17246.632200","17246.132200","17260.000800","17099.232900","17505.506800","17703.642300","17431.543100","16926.020300","17552.565100","17686.732800","17727.282000","17379.922100","17494.001500","17869.527500","17875.728100","17886.706400","18051.267400","17692.973800","17949.183700","17953.082100","18395.788500","18577.323700","18311.262300","18215.475100","18155.380900","18116.283100","18027.977500","18289.683700","18697.639600","18997.406700","18842.724300","19564.705400","20169.793400","19907.750000","20105.493100","20718.975900","21167.265800","21706.554900","21637.280200","21926.681200","22122.723300","22292.454500","22025.038300",,"20450.842500","21063.176400"
"5000","World","5066","Burning - Crop residues","7243","Emissions (CO2eq) from N2O","gigagrams","5565.768600","5600.399100","5703.587700","5845.686300","5831.477800","5933.128800","6010.251000","6053.314500","6012.945700","6001.606200","6183.057200","6080.942600","6229.104500","6331.062000","6466.829100","6600.562900","6600.371600","6605.679300","6544.150900","6699.638400","6775.468100","6671.331300","6477.859600","6717.648400","6768.996500","6784.515300","6651.575100","6695.235100","6838.955000","6841.328000","6845.529600","6908.509700","6771.385000","6869.440700","6870.932600","7040.363500","7109.839900","7008.014000","6971.354700","6948.355700","6933.392300","6899.596300","6999.755500","7155.886800","7270.612500","7211.413000","7487.726700","7719.303600","7619.015400","7694.694900","7929.484600","8101.052400","8307.446900","8280.934400","8391.692800","8466.721300","8531.680100","8429.335700",,"7826.865700","8061.215700"
"5000","World","5066","Burning - Crop residues","7230","N2O emissions","gigagrams","17.954100","18.065800","18.398700","18.857100","18.811200","19.139100","19.387900","19.526800","19.396600","19.360000","19.945300","19.615900","20.093900","20.422800","20.860700","21.292100","21.291500","21.308600","21.110200","21.611700","21.856300","21.520400","20.896300","21.669800","21.835500","21.885500","21.456700","21.597500","22.061100","22.068800","22.082400","22.285500","21.843200","22.159500","22.164300","22.710900","22.935000","22.606500","22.488200","22.414100","22.365800","22.256800","22.579900","23.083500","23.453600","23.262600","24.154000","24.901000","24.577500","24.821600","25.579000","26.132400","26.798200","26.712700","27.070000","27.312000","27.521500","27.191400",,"25.248000","26.003900"
"5000","World","5067","Burning - Savanna","7225","CH4 emissions","gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5266.910400","5266.910400","5266.910400","5266.910400","5266.910400","5266.910400","4717.406400","4545.491700","5392.072800","5496.421900","5760.440100","5878.833000","6295.943800","5156.688100","5697.742700","5262.413900","5416.025200","5782.771900","4968.702800","4535.774000","4923.813900","6552.042700","6389.163800","4332.407300","4685.622900","4714.829900","4267.118500","4987.415300","4495.677900","0.000000","4785.285000","4785.285000"
"5000","World","5067","Burning - Savanna","7231","Emissions (CO2eq)","gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"259681.584600","259681.584600","259681.584600","259681.584600","259681.584600","259681.584600","232588.648700","224112.503400","265852.626400","270997.499700","284014.743700","289852.026500","310417.403200","254247.143000","280923.488400","259459.884200","267033.589700","285115.796700","244978.652500","223633.379000","242765.433600","323044.192200","315013.554700","213606.514900","231021.582300","232461.612400","210387.496400","245901.258100","221656.468900","0.000000","235935.358100","235935.358100"
"5000","World","5067","Burning - Savanna","7244","Emissions (CO2eq) from CH4","gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110605.119300","110605.119300","110605.119300","110605.119300","110605.119300","110605.119300","99065.534300","95455.325600","113233.527800","115424.860200","120969.241800","123455.492800","132214.819900","108290.449800","119652.596900","110510.691400","113736.529000","121438.209700","104342.759400","95251.254000","103400.092100","137592.896700","134172.439900","90980.552700","98398.081300","99011.427500","89609.489200","104735.721000","94409.236800","0.000000","100490.985800","100490.985800"
"5000","World","5067","Burning - Savanna","7243","Emissions (CO2eq) from N2O","gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149076.465300","149076.465300","149076.465300","149076.465300","149076.465300","149076.465300","133523.114400","128657.177700","152619.098600","155572.639400","163045.501900","166396.533700","178202.583300","145956.693200","161270.891500","148949.192800","153297.060800","163677.587000","140635.893100","128382.125000","139365.341500","185451.295500","180841.114700","122625.962300","132623.500900","133450.184900","120778.007200","141165.537100","127247.232100","0.000000","135444.372300","135444.372300"
"5000","World","5067","Burning - Savanna","7230","N2O emissions","gigagrams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"480.891800","480.891800","480.891800","480.891800","480.891800","480.891800","430.719700","415.023200","492.319700","501.847200","525.953200","536.763000","574.847000","470.828000","520.228700","480.481300","494.506600","527.992200","453.664200","414.135900","449.565600","598.230000","583.358400","395.567600","427.817700","430.484500","389.606500","455.372700","410.474900","0.000000","436.917300","436.917300"
